"","X","Name","JobID","YearofBirth","AttritionStatus","DistanceFromHome","JobLevel","WorkLifeBalance","PercentSalaryHike","HourlyRate","YearsWithCurrManager","MonthlyRate","JobSatisfaction","Over18","EnvironmentSatisfaction","YearsSinceLastPromotion","JobRole","EducationLevel","YearsAtCompany","Gender","Travel_For_Business","EducationField","MaritalStatus","PerformanceRating","MonthlyIncome","StandardHours","Age","TotalWorkingYears","EmployeeNumber","LastYearTrainingTime","RelationshipSatisfaction","EmployeeCount","OverTime","Department","YearsInCurrentRole","JobInvolvement","StockOptionLevel","NumCompaniesWorked","DailyRate"
"96",96,"Teske, Octavian",1096,1994,"No",7,1,3,11,64,1,26897,"Very Satisfied","Y",4,2,"Research Scientist",1,2,"Male","Travel_Rarely","Medical","Married","High",2889,80,25,2,149,2,3,1,"No","Research & Development",2,2,2,1,1280
"97",97,"Richardson, Abdulai",1097,1984,"No",6,1,3,14,66,2,6020,"Satisfied","Y",3,2,"Research Scientist",1,3,"Male","Travel_Rarely","Life Sciences","Married","High",3506,80,35,4,1299,3,4,1,"Yes","Research & Development",2,3,0,0,735
"98",98,"Quezada Escarcega, Dominic",1098,1985,"Yes",7,2,3,24,66,6,22887,"Satisfied","Y",1,0,"Laboratory Technician",3,9,"Male","Travel_Frequently","Life Sciences","Single","Very High",6074,80,34,9,141,3,4,1,"Yes","Research & Development",7,1,0,1,658
"99",99,"Kirksey, Corey",1099,1984,"No",NA,2,3,19,97,0,19394,"OK","Y",3,0,"Healthcare Representative",4,1,"Male","Travel_Rarely","Life Sciences","Single","High",6540,80,35,10,492,5,3,1,"No","Research & Development",1,2,0,9,755
"100",100,"Tafoya, Alexia",1100,1971,"No",29,3,1,21,91,0,23978,"Satisfied","Y",1,0,"Manager",1,0,"Female","Travel_Rarely","Medical","Married","Very High",12504,80,48,15,480,3,2,1,"No","Sales",0,3,1,3,530
"101",101,"Damle, Syed",1101,1990,"No",9,1,3,17,30,2,7621,"Very Satisfied","Y",2,2,"Laboratory Technician",5,3,"Male","Travel_Rarely","Other","Single","High",3983,80,29,4,458,2,3,1,"No","Research & Development",2,2,0,0,738
"102",102,"Vincent, Yesenia",1102,1984,"No",1,3,4,14,92,8,9096,"Satisfied","Y",3,0,"Sales Executive",3,10,"Female","Travel_Frequently","Marketing","Single","High",8789,80,35,10,308,3,1,1,"No","Sales",7,3,0,1,944
"103",103,"el-Chahine, Aasim",1103,1992,"No",8,3,3,15,37,7,2975,"Satisfied","Y",4,1,"Sales Executive",3,9,"Male","Travel_Frequently","Life Sciences","Single","High",8726,80,27,9,64,NA,4,1,"No","Sales",8,3,0,1,994
"104",104,"Cordova, Manuel",1104,1980,"No",18,2,3,11,32,7,13352,"Satisfied","Y",1,1,"Manufacturing Director",2,8,"Male","Travel_Rarely","Life Sciences","Single","High",4534,80,39,9,1316,6,1,1,"No","Research & Development",7,3,0,0,524
"105",105,"el-Bey, Isaam",1105,1986,"No",5,2,4,13,61,2,19293,"Very Satisfied","Y",2,1,"Sales Executive",1,5,"Male","Travel_Frequently","Life Sciences","Married","High",9998,80,33,8,1391,2,1,1,"No","Sales",4,3,0,6,1111
"106",106,"Nass, Courtney",1106,1977,"No",26,4,4,14,77,8,14864,"OK","Y",3,4,"Sales Executive",3,20,"Female","Travel_Frequently","Marketing","Married","High",13525,80,42,23,408,2,4,1,"No","Sales",4,3,1,5,555
"107",107,"Radford, Tamera",1107,1998,"Yes",10,1,2,13,36,0,17258,"Disatisfied","Y",3,1,"Laboratory Technician",3,1,"Female","Travel_Rarely","Life Sciences","Single","High",1416,80,21,1,1074,6,1,1,"No","Research & Development",0,2,0,1,1334
"108",108,"Kuge, Ulysses",1108,1981,"No",15,3,3,14,92,9,15682,"Very Satisfied","Y",3,2,"Research Director",2,11,"Male","Travel_Rarely","Life Sciences","Divorced","High",11510,80,38,12,459,3,2,1,"Yes","Research & Development",10,2,1,0,343
"109",109,"Cheng, Noah",1109,1985,"No",1,2,2,17,45,1,13008,"Very Satisfied","Y",2,2,"Research Scientist",4,2,"Male","Travel_Rarely","Life Sciences","Married","High",5484,80,34,9,1573,3,2,1,"No","Research & Development",2,3,1,9,1351
"110",110,"Punay, Iona",1110,1981,"No",29,2,3,11,50,9,5456,"Very Satisfied","Y",4,9,"Laboratory Technician",5,10,"Female","Travel_Frequently","Life Sciences","Single","High",2406,80,38,10,86,2,4,1,"No","Research & Development",3,3,0,1,653
"111",111,"Carter, Amani",1111,1982,"No",1,1,2,14,83,2,18697,"Disatisfied","Y",3,0,"Research Scientist",2,3,"Female","Travel_Rarely","Medical","Married","High",3920,80,37,17,345,2,1,1,"No","Research & Development",1,2,1,2,1017
"112",112,"Adams, Howard",1112,1976,"No",26,4,4,12,92,12,19494,"Very Satisfied","Y",3,4,"Manager",2,25,"Male","Travel_Frequently","Life Sciences","Married","High",16959,80,43,25,159,3,4,1,"Yes","Sales",12,3,2,1,394
"113",113,"Delgadillo, Jacinto",1113,1964,"No",22,1,3,12,94,2,23737,"OK","Y",1,1,"Research Scientist",3,4,"Male","Travel_Rarely","Technical Degree","Divorced","High",3537,80,55,8,1700,1,4,1,"No","Research & Development",2,2,1,5,1441
"114",114,"al-Jabara, Mutammam",1114,1987,"No",2,1,2,13,79,6,11864,"Very Satisfied","Y",4,3,"Laboratory Technician",2,7,"Male","Travel_Frequently","Life Sciences","Single","High",3068,80,32,8,11,2,3,1,"No","Research & Development",7,3,0,0,1005
"115",115,"al-Assaf, Fateena",1115,1989,"No",5,3,3,12,41,4,8053,"Very Satisfied","Y",2,7,"Sales Executive",3,10,"Female","Travel_Rarely","Life Sciences","Married","High",9419,80,30,12,231,2,3,1,"No","Sales",9,3,1,2,1339
"116",116,"Petrarca, Anthony",1116,1986,"No",2,1,3,13,99,4,8429,"Satisfied","Y",2,1,"Human Resources",3,5,"Male","Travel_Rarely","Human Resources","Married","High",3600,80,33,5,1199,2,4,1,"No","Human Resources",4,3,1,1,147
"117",117,"Abrams, Harold",1117,1992,"No",9,1,1,18,57,2,5970,"OK","Y",4,2,"Research Scientist",3,2,"Male","Non-Travel","Medical","Divorced","High",2024,80,27,6,224,1,4,1,"No","Research & Development",2,3,1,6,691
"118",118,"Shuemaker, Jonathan",1118,1985,"No",23,2,3,20,72,7,10034,"Satisfied","Y",2,8,"Sales Executive",4,9,"Male","Non-Travel","Marketing","Single","Very High",4568,80,34,10,64,2,3,1,"No","Sales",5,3,0,0,1065
"119",119,"Mitchell, Alisha",1119,1977,"No",28,2,4,11,88,4,4386,"Very Satisfied","Y",4,0,"Healthcare Representative",4,6,"Female","Travel_Frequently","Technical Degree","Married","High",4523,80,42,7,545,4,4,1,"No","Research & Development",5,2,3,0,1368
"120",120,"Besch, Vanessa",1120,1985,"No",19,2,4,13,46,10,22534,"OK","Y",3,5,"Laboratory Technician",3,11,"Female","Travel_Frequently","Medical","Divorced","High",4444,80,34,15,1293,2,3,1,"No","Research & Development",8,3,2,4,135
"121",121,"Romero, Aarika",1121,1990,"No",4,1,3,13,91,0,10007,"Disatisfied","Y",4,0,"Research Scientist",3,1,"Female","Travel_Rarely","Technical Degree","Divorced","High",2109,80,29,1,1756,2,3,1,"No","Research & Development",0,2,1,1,590
"122",122,"Klatt, Emily",1122,1959,"No",28,3,4,19,80,11,2845,"Disatisfied","Y",3,13,"Sales Executive",3,18,"Female","Travel_Frequently","Marketing","Married","High",10266,80,60,22,580,5,4,1,"No","Sales",13,2,0,4,1499
"123",123,"Ilgenfritz, Sereno",1123,1989,"No",1,1,3,21,63,7,9369,"OK","Y",4,5,"Research Scientist",3,11,"Male","Travel_Rarely","Medical","Married","Very High",3579,80,30,12,1249,2,1,1,"Yes","Research & Development",9,3,1,0,1465
"124",124,"el-Akbar, Afeefa",1124,1988,"No",7,3,2,14,39,10,25713,"Very Satisfied","Y",3,4,"Manufacturing Director",4,11,"Female","Travel_Rarely","Medical","Single","High",7143,80,31,11,464,2,3,1,"Yes","Research & Development",9,3,0,1,1232
"125",125,"Smith, Cheyenne",1125,1988,"No",NA,2,3,21,48,7,5771,"Disatisfied","Y",4,8,"Research Scientist",3,10,"Male","Travel_Frequently","Life Sciences","Married","Very High",5003,80,31,10,1949,6,2,1,"No","Research & Development",8,1,0,1,1125
"126",126,"Roberts, Lauren",1126,1961,"No",5,3,3,13,37,4,9255,"OK","Y",3,0,"Healthcare Representative",3,6,"Female","Travel_Rarely","Technical Degree","Divorced","High",10552,80,58,24,941,3,4,1,"Yes","Research & Development",0,2,1,2,1272
"127",127,"al-Malek, Taamira",1127,1985,"No",2,1,3,18,75,2,11314,"Satisfied","Y",3,1,"Sales Representative",4,4,"Female","Travel_Frequently","Marketing","Married","High",2231,80,34,6,210,3,4,1,"No","Sales",3,3,1,6,303
"128",128,"Avalos, Tanner",1128,1982,"No",19,1,3,21,73,0,10227,"OK","Y",2,0,"Research Scientist",2,1,"Male","Travel_Rarely","Life Sciences","Married","Very High",3022,80,37,8,54,1,1,1,"No","Research & Development",0,3,0,4,408
"129",129,"Williams, Makenzee",1129,1974,"No",1,1,3,14,91,2,11005,"Very Satisfied","Y",4,0,"Laboratory Technician",4,5,"Female","Travel_Rarely","Medical","Divorced","High",2270,80,45,8,990,2,4,1,"No","Research & Development",3,3,2,3,974
"130",130,"Kim, Melanie",1130,1998,"Yes",18,1,2,19,65,0,8870,"Very Satisfied","Y",4,0,"Research Scientist",1,1,"Female","Travel_Rarely","Other","Single","High",2693,80,21,1,918,3,1,1,"No","Research & Development",0,3,0,1,1427
"131",131,"Massey, Zachary",1131,1971,"No",10,5,3,12,91,9,13583,"OK","Y",4,12,"Research Director",3,22,"Male","Travel_Rarely","Life Sciences","Married","High",19665,80,48,29,1861,3,4,1,"No","Research & Development",10,2,0,4,1224
"132",132,"Sierra, Sierra",1132,1987,"No",15,2,3,18,34,2,16542,"Very Satisfied","Y",3,1,"Healthcare Representative",4,5,"Female","Non-Travel","Medical","Divorced","High",6667,80,32,9,1963,6,2,1,"No","Research & Development",1,3,1,5,1146
"133",133,"Bagett, Angela",1133,1960,"No",2,4,3,13,69,3,21829,"Very Satisfied","Y",3,4,"Manufacturing Director",3,5,"Female","Travel_Rarely","Life Sciences","Single","High",13726,80,59,30,1033,4,1,1,"Yes","Research & Development",3,2,0,3,715
"134",134,"Outhouse, Kaitlyn",1134,1982,"No",14,1,2,12,95,17,26914,"Disatisfied","Y",4,12,"Laboratory Technician",3,18,"Female","Travel_Rarely","Life Sciences","Divorced","High",3034,80,37,18,514,2,3,1,"No","Research & Development",7,3,1,1,1107
"135",135,"Flynn, Atenzia",1135,1983,"No",11,3,3,14,92,8,22952,"Very Satisfied","Y",2,2,"Sales Executive",2,9,"Female","Travel_Frequently","Technical Degree","Married","High",9738,80,36,10,146,6,3,1,"No","Sales",7,3,1,0,1467
"136",136,"Lynch, Steven",1136,2000,"Yes",2,1,4,12,52,0,18437,"Very Satisfied","Y",1,0,"Human Resources",2,1,"Male","Travel_Rarely","Technical Degree","Single","High",2564,80,19,1,559,3,3,1,"No","Human Resources",0,2,0,1,489
"137",137,"Putt, Dana",1137,1979,"No",4,3,2,11,67,11,8552,"Very Satisfied","Y",3,2,"Sales Executive",4,12,"Male","Travel_Rarely","Marketing","Married","High",10855,80,40,15,210,2,1,1,"No","Sales",11,2,1,7,630
"138",138,"Palmer, Jasmine",1138,1993,"No",NA,2,1,20,84,4,26767,"OK","Y",3,1,"Manufacturing Director",3,6,"Female","Travel_Frequently","Life Sciences","Divorced","Very High",6397,80,26,6,383,6,1,1,"No","Research & Development",5,3,1,1,1479
"139",139,"Porco, Trevor",1139,1983,"No",10,3,2,14,32,7,15318,"Very Satisfied","Y",2,9,"Sales Executive",4,10,"Male","Non-Travel","Medical","Single","High",9980,80,36,10,589,3,4,1,"No","Sales",3,3,0,1,635
"140",140,"Roy, Jazmin",1140,1968,"No",26,4,2,14,66,17,5594,"Satisfied","Y",1,4,"Manager",4,20,"Female","Travel_Rarely","Marketing","Married","High",16307,80,51,29,846,2,3,1,"No","Sales",6,3,1,2,1318
"141",141,"Coleman, Clarissa",1141,1987,"No",29,1,3,12,69,7,11135,"Satisfied","Y",4,7,"Laboratory Technician",4,8,"Female","Non-Travel","Medical","Single","High",4025,80,32,10,1041,2,2,1,"No","Research & Development",7,3,0,9,1109
"142",142,"Raymond, Xiaoye",1142,1983,"No",3,1,3,22,39,0,2561,"Very Satisfied","Y",1,0,"Laboratory Technician",2,1,"Female","Travel_Rarely","Life Sciences","Divorced","Very High",2835,80,36,7,148,2,1,1,"No","Research & Development",0,3,1,5,922
"143",143,"Gomez-Pedroza, Brandon",1143,1994,"No",2,1,2,19,57,2,7298,"Satisfied","Y",4,0,"Laboratory Technician",1,2,"Male","Travel_Rarely","Other","Divorced","High",3977,80,25,7,1995,2,3,1,"Yes","Research & Development",2,3,1,6,977
"144",144,"Peregrino, Solongo",1144,1983,"No",12,3,2,11,51,8,15669,"Very Satisfied","Y",4,7,"Manufacturing Director",5,14,"Female","Travel_Rarely","Medical","Single","High",8858,80,36,15,1079,2,2,1,"No","Research & Development",8,2,0,0,796
"145",145,"Nguyen, Michael",1145,1968,"No",8,3,1,16,81,7,15736,"OK","Y",2,4,"Research Director",4,10,"Male","Travel_Rarely","Life Sciences","Married","High",12490,80,51,16,303,5,4,1,"No","Research & Development",9,2,2,5,1469
"146",146,"Green, Phillip",1146,1984,"No",11,2,3,11,54,2,18500,"Very Satisfied","Y",4,0,"Sales Executive",2,5,"Male","Travel_Frequently","Marketing","Divorced","High",4968,80,35,5,1138,3,4,1,"No","Sales",2,3,1,1,1182
"147",147,"el-Jalali, Imraan",1147,1979,"No",9,2,1,14,63,2,14242,"Very Satisfied","Y",4,0,"Healthcare Representative",5,3,"Male","Non-Travel","Life Sciences","Married","High",4876,80,40,5,280,5,4,1,"No","Research & Development",2,2,1,9,1151
"148",148,"el-Haidar, Salaah",1148,1984,"No",11,1,3,11,43,2,20232,"Satisfied","Y",4,2,"Laboratory Technician",4,2,"Male","Travel_Rarely","Medical","Married","High",2660,80,35,5,1997,3,3,1,"Yes","Research & Development",2,3,1,7,1490
"149",149,"Riddick, Rayshawn",1149,1989,"No",10,2,3,18,72,4,2706,"Satisfied","Y",3,1,"Sales Executive",3,10,"Male","Travel_Rarely","Marketing","Married","High",6578,80,30,10,1173,3,1,1,"No","Sales",3,2,1,1,852
"150",150,"al-Ahsan, Usaama",1150,1989,"No",9,2,3,11,66,10,11012,"Disatisfied","Y",3,6,"Laboratory Technician",3,12,"Male","Non-Travel","Medical","Divorced","High",3072,80,30,12,233,4,3,1,"No","Research & Development",9,3,2,1,111
"151",151,"Little, Sidney",1151,1993,"Yes",20,1,3,11,69,4,6889,"OK","Y",4,1,"Human Resources",2,5,"Female","Travel_Rarely","Medical","Married","High",2148,80,26,6,1811,3,3,1,"Yes","Human Resources",1,3,0,0,920
"152",152,"Durrant, Scott",1152,1979,"No",8,3,3,11,55,8,25178,"OK","Y",4,4,"Research Director",1,9,"Male","Non-Travel","Medical","Divorced","High",13757,80,40,16,1466,5,3,1,"No","Research & Development",8,2,1,2,218
"153",153,"Adams-Totten, Lessandra",1153,1986,"No",15,2,3,13,95,1,21653,"Very Satisfied","Y",2,8,"Healthcare Representative",2,9,"Female","Travel_Rarely","Medical","Married","High",4878,80,33,10,2013,6,1,1,"Yes","Research & Development",7,3,1,0,501
"154",154,"Knight, Grace",1154,1986,"No",25,2,2,12,82,1,4905,"Satisfied","Y",2,0,"Sales Executive",3,10,"Female","Travel_Frequently","Medical","Married","High",4539,80,33,10,1228,3,1,1,"No","Sales",7,3,1,1,1146
"155",155,"Quinones, Jesse",1155,1978,"No",1,5,3,12,59,10,19562,"Satisfied","Y",4,2,"Manager",3,22,"Male","Travel_Rarely","Human Resources","Married","High",19189,80,41,22,739,3,2,1,"No","Human Resources",7,2,1,1,314
"156",156,"Stailey, Christina",1156,1986,"No",1,3,3,12,98,12,15146,"Very Satisfied","Y",1,8,"Research Director",2,15,"Female","Travel_Frequently","Life Sciences","Single","High",13458,80,33,15,76,1,3,1,"Yes","Research & Development",14,3,0,1,515
"157",157,"Yoshida, Seo Weon",1157,1989,"No",4,2,2,12,63,7,19760,"OK","Y",3,2,"Sales Executive",2,11,"Female","Travel_Rarely","Medical","Divorced","High",5209,80,30,11,122,4,2,1,"Yes","Sales",8,2,3,1,1334
"158",158,"Baker, Nathaniel",1158,1986,"No",7,3,4,11,49,7,25995,"Satisfied","Y",3,3,"Research Director",3,13,"Male","Travel_Rarely","Medical","Married","High",11691,80,33,14,818,3,4,1,"No","Research & Development",9,3,0,0,213
"159",159,"Baker, Jayquan",1159,1990,"No",NA,1,3,18,76,8,18959,"Very Satisfied","Y",2,2,"Research Scientist",4,10,"Male","Travel_Frequently","Life Sciences","Divorced","High",2720,80,29,10,703,5,4,1,"No","Research & Development",7,1,1,1,806
"160",160,"Vanmatre, Dalas",1160,1989,"No",22,3,3,11,69,8,2890,"Disatisfied","Y",3,7,"Sales Executive",4,9,"Female","Non-Travel","Other","Married","High",8412,80,30,10,570,3,3,1,"No","Sales",8,3,0,0,1398
"161",161,"Mcdermott, Anouk",1161,1978,"No",2,4,3,19,88,4,15896,"OK","Y",4,0,"Manager",4,22,"Male","Travel_Rarely","Life Sciences","Single","High",16015,80,41,22,412,2,2,1,"No","Sales",10,3,0,1,334
"162",162,"Tolbert, Evonne",1162,1992,"No",NA,1,2,11,67,4,6152,"Very Satisfied","Y",3,1,"Research Scientist",3,6,"Female","Travel_Rarely","Medical","Single","High",3445,80,27,6,1747,5,3,1,"No","Research & Development",2,3,0,1,1054
"163",163,"Gray, Reed",1163,1983,"No",2,2,3,11,53,12,2323,"OK","Y",3,5,"Manufacturing Director",4,16,"Female","Travel_Rarely","Life Sciences","Single","High",5410,80,36,18,1292,2,4,1,"Yes","Research & Development",14,3,0,9,429
"164",164,"Banks, Zachary",1164,1979,"No",NA,1,4,14,68,2,8045,"Satisfied","Y",3,1,"Research Scientist",3,3,"Male","Travel_Rarely","Medical","Divorced","High",2345,80,40,8,1472,3,3,1,"No","Research & Development",1,3,1,2,896
"165",165,"al-Saidi, Khaleefa",1165,1994,"No",3,2,3,18,98,3,14363,"Disatisfied","Y",3,0,"Sales Executive",1,5,"Male","Travel_Rarely","Other","Married","High",4194,80,25,5,882,3,4,1,"Yes","Sales",3,3,0,1,141
"166",166,"Gomez, Adrian",1166,1975,"Yes",24,1,1,22,43,0,19920,"Satisfied","Y",4,0,"Laboratory Technician",3,1,"Male","Travel_Frequently","Life Sciences","Divorced","Very High",3161,80,44,19,397,NA,4,1,"Yes","Research & Development",0,3,1,3,920
"167",167,"Luevano, Luz",1167,1987,"Yes",9,1,4,22,41,4,10224,"Disatisfied","Y",1,0,"Laboratory Technician",3,5,"Female","Travel_Rarely","Medical","Single","Very High",4200,80,32,10,191,2,1,1,"No","Research & Development",4,3,0,7,1033
"168",168,"el-Huda, Husniyya",1168,1987,"No",4,1,3,11,56,2,20990,"OK","Y",3,1,"Sales Representative",2,4,"Female","Travel_Rarely","Life Sciences","Married","High",3931,80,32,6,329,5,1,1,"No","Sales",3,3,1,2,1401
"169",169,"Rogers, Andrew",1169,1980,"No",24,2,3,13,52,7,5340,"Very Satisfied","Y",1,1,"Research Scientist",1,7,"Male","Travel_Rarely","Life Sciences","Single","High",4108,80,39,18,2016,2,1,1,"No","Research & Development",7,3,0,7,116
"170",170,"Cano, Tamara",1170,1977,"No",3,2,2,13,95,3,23726,"Very Satisfied","Y",3,1,"Laboratory Technician",3,5,"Female","Travel_Rarely","Life Sciences","Married","High",5231,80,42,17,896,1,2,1,"Yes","Research & Development",3,4,1,2,1265
"171",171,"Bridges, Davonne",1171,1988,"No",NA,1,3,11,59,0,17536,"Very Satisfied","Y",4,0,"Laboratory Technician",1,1,"Female","Travel_Rarely","Medical","Divorced","High",1129,80,31,1,1980,4,3,1,"Yes","Research & Development",0,1,3,1,1276
"172",172,"el-Ghanem, Amal",1172,1990,"Yes",14,3,3,12,84,7,22930,"Very Satisfied","Y",3,7,"Healthcare Representative",1,8,"Female","Travel_Frequently","Other","Single","High",7553,80,29,9,1424,1,1,1,"Yes","Research & Development",7,3,0,0,337
"173",173,"Walker, Taylor",1173,1989,"No",2,2,3,20,43,2,24793,"Very Satisfied","Y",3,0,"Manufacturing Director",3,5,"Female","Travel_Rarely","Life Sciences","Single","Very High",6091,80,30,11,545,2,3,1,"No","Research & Development",4,1,0,2,317
"174",174,"Davis-Sloan, Devon",1174,1979,"No",2,2,3,12,62,0,25440,"OK","Y",2,0,"Sales Executive",4,0,"Male","Travel_Frequently","Medical","Married","High",4327,80,40,5,1206,2,4,1,"No","Sales",0,3,3,5,1184
"175",175,"Mcallister, Karlos",1175,1982,"No",6,2,4,14,98,1,22825,"Very Satisfied","Y",3,0,"Sales Executive",4,5,"Male","Travel_Rarely","Medical","Married","High",6502,80,37,7,371,5,2,1,"No","Sales",4,3,1,4,228
"176",176,"Mcloud, Raymond",1176,1980,"No",25,3,3,21,71,5,3449,"Satisfied","Y",3,0,"Healthcare Representative",2,6,"Male","Non-Travel","Life Sciences","Married","Very High",10920,80,39,13,1398,2,2,1,"No","Research & Development",4,3,1,3,1485
"177",177,"Walker, Marcus",1177,1985,"No",1,3,3,14,64,6,12288,"Satisfied","Y",4,8,"Sales Executive",3,10,"Male","Travel_Rarely","Technical Degree","Married","High",7083,80,34,10,1541,3,4,1,"Yes","Sales",9,2,0,1,971
"178",178,"Sykes, Cory",1178,1986,"Yes",14,1,1,13,58,4,22149,"Very Satisfied","Y",3,0,"Laboratory Technician",3,5,"Male","Travel_Rarely","Medical","Married","High",2436,80,33,8,322,2,3,1,"Yes","Research & Development",4,3,1,5,813
"179",179,"Villa, Destiny",1179,1981,"No",10,2,3,13,85,3,19899,"Very Satisfied","Y",3,1,"Sales Executive",3,5,"Female","Non-Travel","Technical Degree","Single","High",5666,80,38,6,975,1,2,1,"Yes","Sales",3,3,0,1,152
"180",180,"An, Patrick",1180,1990,"No",NA,2,3,14,45,2,10732,"Very Satisfied","Y",4,0,"Sales Executive",2,3,"Male","Travel_Rarely","Marketing","Divorced","High",6931,80,29,10,352,2,4,1,"No","Sales",2,3,1,2,1247
"181",181,"Ambler, Paul",1181,1963,"No",7,3,2,11,49,2,21698,"Very Satisfied","Y",4,0,"Manufacturing Director",3,6,"Male","Travel_Rarely","Life Sciences","Single","High",7260,80,56,37,104,3,1,1,"No","Research & Development",4,1,0,4,1400
"182",182,"Bigthumb, Oyate",1182,1988,"Yes",NA,1,4,11,71,4,11652,"OK","Y",3,1,"Laboratory Technician",2,5,"Male","Travel_Frequently","Medical","Single","High",3479,80,31,6,353,2,2,1,"No","Research & Development",4,2,0,0,307
"183",183,"Gurreri, Nigel",1183,2000,"Yes",2,1,2,22,47,0,9241,"Very Satisfied","Y",2,1,"Laboratory Technician",3,1,"Male","Travel_Rarely","Life Sciences","Single","Very High",1102,80,19,1,239,3,3,1,"No","Research & Development",0,2,0,1,303
"184",184,"Smith, Jerome",1184,1993,"No",10,2,3,13,46,2,9125,"Very Satisfied","Y",3,1,"Sales Executive",3,5,"Male","Travel_Rarely","Medical","Single","High",4684,80,26,5,1843,4,1,1,"No","Sales",3,3,0,1,572
"185",185,"Melby, Kodiak",1185,1990,"No",2,2,2,18,44,9,20260,"Very Satisfied","Y",2,0,"Sales Executive",2,10,"Male","Travel_Frequently","Life Sciences","Single","High",4554,80,29,10,380,3,1,1,"No","Sales",7,3,0,1,442
"186",186,"Lovato, Stefan",1186,1985,"Yes",6,1,3,11,83,3,17102,"Disatisfied","Y",2,1,"Research Scientist",1,4,"Male","Travel_Rarely","Medical","Single","High",2960,80,34,8,25,2,3,1,"No","Research & Development",2,3,0,2,699
"187",187,"Letourneau, Shawn",1187,1991,"No",1,1,2,11,84,2,4732,"Disatisfied","Y",4,1,"Research Scientist",3,3,"Male","Travel_Rarely","Technical Degree","Single","High",2080,80,28,5,1300,2,2,1,"No","Research & Development",2,3,0,2,640
"188",188,"al-Mustafa, Shaakir",1188,1977,"No",23,2,3,12,37,7,14811,"Satisfied","Y",4,3,"Research Scientist",2,20,"Male","Non-Travel","Life Sciences","Single","High",4332,80,42,20,1972,2,4,1,"No","Research & Development",9,2,0,1,335
"189",189,"Snoke, Madelyn",1189,1991,"Yes",1,1,3,13,67,7,3872,"OK","Y",1,3,"Research Scientist",2,7,"Female","Travel_Rarely","Life Sciences","Single","High",2216,80,28,10,740,4,4,1,"Yes","Research & Development",7,1,0,7,654
"190",190,"Martinez, Brittney",1190,1978,"Yes",20,1,2,22,70,2,21728,"OK","Y",2,0,"Sales Representative",2,4,"Female","Travel_Rarely","Marketing","Single","Very High",3140,80,41,4,250,5,4,1,"Yes","Sales",3,3,0,1,1356
"191",191,"Leal, Martin",1191,1986,"No",8,1,3,19,90,6,6076,"Disatisfied","Y",4,7,"Research Scientist",4,10,"Male","Travel_Rarely","Life Sciences","Married","High",3143,80,33,14,1793,1,2,1,"No","Research & Development",8,4,1,6,867
"192",192,"al-Ahmad, Ameera",1192,1985,"No",9,2,2,20,70,3,5829,"Satisfied","Y",2,1,"Sales Executive",1,6,"Female","Travel_Rarely","Life Sciences","Married","Very High",5714,80,34,6,1165,3,1,1,"No","Sales",5,3,0,1,1400
"193",193,"al-Hana, Abdul Ghafoor",1193,2001,"No",NA,1,3,15,73,0,13493,"Very Satisfied","Y",2,0,"Research Scientist",2,0,"Male","Non-Travel","Life Sciences","Single","High",1051,80,18,0,1008,2,4,1,"No","Research & Development",0,3,0,1,287
"194",194,"Ejigu, Asmara",1194,1984,"No",9,3,3,20,66,15,23457,"Satisfied","Y",4,5,"Manufacturing Director",3,17,"Female","Travel_Rarely","Life Sciences","Married","Very High",10685,80,35,17,886,2,2,1,"Yes","Research & Development",14,2,1,1,607
"195",195,"Song, Phu",1195,1977,"Yes",19,1,3,12,57,2,20366,"Satisfied","Y",3,2,"Research Scientist",3,2,"Male","Travel_Frequently","Medical","Divorced","High",2759,80,42,7,754,2,4,1,"Yes","Research & Development",2,4,0,6,933
"196",196,"Lansing, Olivet",1196,1988,"Yes",22,2,2,15,98,7,21057,"Satisfied","Y",4,6,"Manufacturing Director",4,10,"Male","Travel_Rarely","Medical","Married","High",6179,80,31,10,1381,3,4,1,"Yes","Research & Development",2,3,2,1,330
